,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets
3740,2,0,1,2500000,7200000,16,315,0,16500000
3741,5,0,1,6900000,15700000,14,887,1,48800000
3742,5,1,1,5700000,20500000,16,429,0,31000000
3743,4,1,1,5500000,15100000,18,673,1,39600000
3744,4,0,1,9200000,29100000,10,731,1,63600000
3745,5,1,1,5700000,11500000,2,732,1,40400000
3746,5,1,1,5000000,16400000,14,525,0,40700000
3747,4,0,0,2300000,5500000,6,343,0,12000000
3748,0,0,1,3000000,11000000,16,331,0,21500000
3749,0,0,0,7900000,26200000,18,845,1,62600000
3750,2,1,0,2000000,6200000,16,696,1,11400000
3751,5,0,0,2700000,8700000,14,772,1,16300000
3752,3,1,1,6400000,15800000,18,628,1,39700000
3753,0,0,1,8200000,19100000,2,764,1,56300000
3754,1,1,0,2800000,6900000,14,553,1,16300000
3755,1,0,0,8900000,20000000,2,653,1,41000000
3756,1,0,0,5100000,20000000,4,506,1,43800000
3757,3,1,0,2800000,8500000,20,431,0,17900000
3758,2,0,1,6100000,12300000,18,697,1,39300000
3759,2,0,0,8400000,24500000,6,588,1,45600000
3760,1,0,0,1600000,5600000,6,846,1,9200000
3761,5,1,0,4100000,11000000,14,379,0,21800000
3762,1,0,0,300000,700000,10,745,1,1000000
3763,3,1,0,9600000,34500000,20,523,0,58300000
3764,4,1,1,8300000,25400000,4,624,1,57100000
3765,1,1,0,4600000,16700000,16,407,0,31600000
3766,3,0,1,5600000,11600000,12,756,1,31300000
3767,3,1,1,4100000,8300000,16,351,0,19400000
3768,3,0,0,3700000,13400000,18,373,0,18600000
3769,4,0,1,800000,2400000,2,461,1,5200000
3770,4,1,0,8100000,28100000,12,672,1,41500000
3771,2,1,1,2700000,9500000,10,434,0,14100000
3772,2,0,1,7000000,21400000,12,541,0,34400000
3773,3,0,1,8100000,29300000,2,413,1,55100000
3774,1,1,0,3200000,7600000,4,592,1,17200000
3775,4,0,1,400000,1400000,10,665,1,2300000
3776,1,1,0,7800000,23900000,4,313,1,51800000
3777,0,0,0,5800000,19600000,14,673,1,44800000
3778,0,0,1,2600000,6000000,8,382,0,13700000
3779,5,0,0,5400000,21100000,12,661,1,51700000
3780,3,1,1,600000,1700000,4,576,1,3100000
3781,1,1,0,600000,1200000,14,443,0,4700000
3782,5,1,1,9500000,21700000,16,307,0,68400000
3783,4,1,1,1900000,4800000,12,656,1,10200000
3784,1,1,1,9800000,21200000,4,885,1,82500000
3785,3,1,0,7800000,16600000,20,896,1,59200000
3786,5,0,0,4900000,14100000,2,802,1,29600000
3787,3,1,1,8300000,22700000,2,650,1,43400000
3788,4,0,1,3900000,8900000,10,665,1,27800000
3789,2,1,0,9000000,35700000,12,339,0,52100000
3790,1,0,0,9600000,32400000,20,447,0,58300000
3791,5,0,1,1000000,2400000,18,613,1,6100000
3792,5,1,0,2800000,7200000,16,424,0,15200000
3793,2,0,0,8300000,20800000,6,667,1,55600000
3794,4,0,1,6900000,18300000,18,715,1,31300000
3795,5,0,1,3800000,9100000,18,654,1,26200000
3796,2,0,0,8000000,17800000,20,549,0,50300000
3797,4,1,1,9800000,29700000,4,373,1,64400000
3798,0,1,1,2900000,7200000,16,332,0,20500000
3799,4,1,0,7900000,31500000,20,534,0,48900000
3800,3,0,0,4600000,17900000,8,396,0,29600000
3801,2,1,0,1000000,3700000,18,892,1,6500000
3802,5,1,0,9000000,21300000,14,602,1,57500000
3803,0,1,1,9400000,36100000,10,615,1,61500000
3804,5,1,1,7400000,23300000,20,482,0,55200000
3805,0,1,0,6600000,20100000,16,397,0,51800000
3806,0,0,0,1300000,3400000,10,464,0,6300000
3807,0,1,1,1100000,3400000,14,832,1,9400000
3808,5,1,0,9200000,34800000,12,802,1,65300000
3809,2,1,0,7000000,23900000,18,628,1,52400000
3810,4,1,0,5100000,18800000,10,694,1,29300000
3811,1,0,1,3200000,9300000,20,741,1,16500000
3812,1,0,1,3700000,10900000,14,748,1,23800000
3813,5,1,0,3600000,12800000,4,320,1,20900000
3814,1,1,0,5600000,11700000,10,774,1,34900000
3815,0,0,1,9500000,32000000,2,500,1,48100000
3816,4,0,0,1500000,4000000,18,706,1,8800000
3817,4,0,0,7400000,18300000,10,601,1,63900000
3818,2,1,0,6000000,17400000,16,806,1,27600000
3819,0,1,1,3000000,9600000,6,644,1,18100000
3820,4,1,1,6000000,12900000,14,723,1,20000000
3821,5,1,1,600000,1500000,12,509,0,4400000
3822,0,1,0,1800000,6600000,4,898,1,8500000
3823,2,1,1,5500000,12000000,2,567,1,30400000
3824,1,1,0,1000000,2100000,6,715,1,6500000
3825,2,0,1,1700000,3500000,10,854,1,12500000
3826,1,1,1,3400000,12300000,8,523,0,21700000
3827,1,1,1,9600000,35900000,8,534,0,79500000
3828,0,0,1,2600000,7600000,18,470,0,9800000
3829,1,1,0,1600000,3500000,18,619,1,11100000
3830,0,1,1,4300000,12800000,20,572,1,27900000
3831,3,1,0,1400000,3500000,16,365,0,9300000
3832,0,0,0,8000000,18000000,16,791,1,58200000
3833,4,0,1,5000000,18100000,12,424,0,27800000
3834,5,1,0,4500000,10200000,12,726,1,33200000
3835,1,1,0,3400000,9900000,2,736,1,23800000
3836,5,1,1,5700000,12800000,14,488,0,33300000
3837,2,0,1,2600000,7600000,10,400,0,22900000
3838,0,1,1,4500000,12200000,20,311,0,31300000
3839,2,0,1,5100000,16800000,2,504,1,30600000
3840,4,0,1,5100000,18600000,20,312,0,37600000
3841,5,1,1,1700000,6500000,14,587,1,10000000
3842,1,0,0,5200000,10500000,20,317,0,35600000
3843,4,0,0,8400000,29000000,2,463,1,40600000
3844,1,0,1,9000000,34000000,16,842,1,51900000
3845,4,1,1,3400000,11800000,20,616,1,21100000
3846,1,0,0,5400000,19400000,8,800,1,29400000
3847,0,1,1,700000,2100000,12,813,1,4200000
3848,2,1,0,7600000,24800000,12,564,1,51600000
3849,2,0,0,5000000,14700000,12,837,1,25900000
3850,5,0,1,2500000,9400000,16,735,1,13400000
3851,4,0,1,2000000,5200000,16,724,1,16400000
3852,5,0,0,9000000,23900000,12,658,1,48500000
3853,5,1,0,8300000,31800000,16,858,1,70500000
3854,0,0,1,3100000,8500000,8,614,1,20600000
3855,2,1,1,8500000,25600000,16,714,1,49100000
3856,2,1,1,1200000,4600000,20,605,1,10300000
3857,4,1,1,2800000,5500000,8,875,1,20200000
3858,5,1,1,2800000,10900000,6,359,0,18900000
3859,5,1,1,6500000,24100000,6,441,0,44200000
3860,4,1,0,8700000,25200000,18,790,1,60900000
3861,1,0,1,5400000,13600000,4,821,1,45800000
3862,2,0,0,8600000,33300000,16,375,0,67500000
3863,3,1,0,4700000,9600000,10,545,0,29700000
3864,5,0,1,1100000,3900000,4,891,1,5600000
3865,0,1,0,6400000,14000000,8,486,0,45400000
3866,0,1,0,4300000,9900000,4,696,1,33600000
3867,5,0,1,2900000,11100000,4,683,1,18300000
3868,5,0,0,9600000,27100000,8,594,1,70200000
3869,3,0,1,900000,2500000,20,529,0,5100000
3870,5,0,0,8100000,26300000,4,429,1,41200000
3871,0,0,1,8800000,25000000,4,400,0,48300000
3872,0,1,0,8800000,17500000,4,848,1,70300000
3873,1,0,0,6400000,21500000,6,489,0,32700000
3874,2,1,0,2900000,6600000,10,326,0,21600000
3875,5,1,0,1600000,6100000,8,663,1,12300000
3876,1,0,0,1600000,5100000,18,729,1,11600000
3877,2,1,1,3100000,10700000,4,398,1,15500000
3878,2,0,1,5600000,16700000,14,856,1,30500000
3879,3,1,1,8100000,19900000,20,347,0,72500000
3880,3,0,0,9100000,19300000,12,696,1,77300000
3881,0,1,1,5500000,17100000,8,353,0,22900000
3882,1,1,1,9700000,34300000,20,756,1,75100000
3883,4,1,0,2300000,5400000,16,490,0,17500000
3884,1,0,1,5600000,18000000,10,531,0,43700000
3885,2,0,1,4500000,16600000,4,679,1,30100000
3886,1,1,1,500000,1800000,8,877,1,2000000
3887,0,1,0,4200000,11000000,20,817,1,26900000
3888,1,0,0,9100000,23300000,18,792,1,57900000
3889,4,1,1,3200000,12800000,18,664,1,19400000
3890,4,1,1,6200000,21300000,16,882,1,32300000
3891,3,0,1,2500000,7700000,10,768,1,15500000
3892,0,1,0,9100000,27100000,12,787,1,71500000
3893,3,1,1,500000,900000,12,538,0,2500000
3894,4,0,0,6900000,18000000,8,347,0,52700000
3895,0,1,1,1800000,5200000,16,317,0,11700000
3896,0,1,1,4000000,14500000,2,713,1,28000000
3897,1,0,0,3900000,12300000,10,683,1,15800000
3898,2,0,1,8000000,28100000,18,765,1,60400000
3899,5,1,0,900000,3200000,10,803,1,6400000
3900,0,1,1,8200000,29700000,6,405,0,34300000
3901,5,1,0,2300000,4900000,4,529,0,21300000
3902,5,1,1,6900000,19400000,6,801,1,42000000
3903,3,0,0,8800000,30700000,12,707,1,55900000
3904,1,1,0,2600000,7200000,8,349,0,19700000
3905,1,1,0,3700000,8700000,20,885,1,23200000
3906,2,1,1,6200000,23800000,4,489,1,35000000
3907,3,1,1,1000000,2600000,6,341,0,9300000
3908,1,0,0,6000000,20000000,12,637,1,43700000
3909,1,0,1,9100000,31400000,4,304,1,70600000
3910,1,1,0,1700000,6700000,16,537,0,11800000
3911,5,0,1,1700000,4600000,12,503,0,9100000
3912,1,1,0,7100000,14300000,12,720,1,40800000
3913,5,1,0,9400000,36800000,10,509,0,56800000
3914,5,0,0,6200000,16400000,6,360,0,36800000
3915,1,1,0,8300000,31800000,16,818,1,71500000
3916,1,1,1,8900000,21200000,8,716,1,46300000
3917,1,1,1,6500000,14800000,12,360,0,27900000
3918,3,1,1,8100000,26700000,10,895,1,41900000
3919,2,0,0,4900000,13500000,8,328,0,40300000
3920,4,1,0,9100000,26600000,2,812,1,78700000
3921,3,1,1,9000000,33100000,16,456,0,63900000
3922,4,1,1,1300000,3900000,16,566,1,5900000
3923,1,0,0,6700000,25000000,20,598,1,38800000
3924,5,0,0,3200000,9300000,6,656,1,27100000
3925,0,0,0,7500000,28700000,2,895,1,34800000
3926,3,1,0,4900000,12800000,14,653,1,28500000
3927,1,0,1,700000,1800000,16,641,1,5000000
3928,2,1,0,6400000,16500000,8,544,0,39000000
3929,0,0,1,3900000,14100000,20,811,1,25100000
3930,4,1,0,9700000,26900000,10,460,0,56000000
3931,5,1,1,3600000,12500000,12,795,1,29200000
3932,2,1,1,3400000,10300000,4,745,1,22800000
3933,0,0,0,9800000,20100000,16,606,1,53000000
3934,1,0,0,5100000,14200000,6,451,0,30700000
3935,4,1,1,5900000,11800000,8,479,0,31800000
3936,5,1,0,1200000,2400000,14,495,0,9000000
3937,2,0,0,9700000,30200000,14,769,1,71200000
3938,5,0,1,4700000,11800000,4,639,1,19200000
3939,5,1,0,4200000,12500000,18,723,1,20500000
3940,4,1,0,9300000,26100000,16,623,1,54000000
3941,3,0,1,5300000,20800000,6,487,0,35800000
3942,0,1,0,7600000,30100000,2,743,1,66600000
3943,2,1,0,6200000,16900000,12,754,1,29700000
3944,0,1,0,8900000,21600000,10,552,1,44800000
3945,4,0,1,7900000,27300000,10,560,1,76900000
3946,1,1,1,3500000,10800000,14,632,1,23500000
3947,2,1,0,5300000,16700000,18,339,0,24000000
3948,2,0,0,1400000,3100000,4,881,1,10200000
3949,1,0,1,9100000,23600000,20,535,0,51300000
3950,4,0,0,4400000,17200000,4,563,1,23400000
3951,5,0,0,2800000,8200000,14,615,1,20100000
3952,3,0,0,1300000,3300000,8,795,1,8400000
3953,4,1,0,8400000,28700000,14,878,1,64200000
3954,5,1,1,5300000,14000000,6,633,1,35200000
3955,2,1,0,6000000,13900000,4,533,0,31300000
3956,2,0,1,2100000,6800000,12,795,1,17600000
3957,0,0,0,4300000,11000000,4,374,0,28400000
3958,4,0,1,7300000,22900000,12,848,1,41800000
3959,2,1,0,5200000,16200000,12,890,1,39800000
3960,3,1,0,4700000,9800000,14,444,0,28000000
3961,4,1,0,7800000,28500000,4,803,1,57700000
3962,3,1,1,500000,1900000,18,618,1,1900000
3963,1,0,1,6000000,20300000,14,845,1,45200000
3964,4,1,0,4800000,10800000,12,833,1,30500000
3965,3,1,1,8900000,19300000,12,767,1,46600000
3966,1,1,1,1800000,4000000,16,747,1,6400000
3967,2,1,0,3000000,7000000,4,588,1,24000000
3968,4,0,0,7700000,24500000,20,582,1,52000000
3969,1,0,0,8300000,20400000,14,348,0,51900000
3970,4,0,0,4200000,9400000,4,726,1,39700000
3971,4,1,1,8000000,31200000,6,482,0,59200000
3972,2,1,1,9400000,30000000,16,565,1,42300000
3973,1,1,0,800000,2400000,16,872,1,6400000
3974,0,1,1,500000,1300000,4,825,1,2600000
3975,2,1,1,6100000,22300000,8,694,1,57200000
3976,3,1,1,8500000,30800000,20,448,0,55200000
3977,5,1,1,7600000,18000000,12,452,0,40700000
3978,3,0,0,8700000,17900000,12,897,1,64000000
3979,4,0,0,9400000,20200000,10,803,1,65000000
3980,1,0,1,400000,900000,8,828,1,2900000
3981,0,1,0,2700000,7500000,6,832,1,21400000
3982,1,0,1,2300000,5500000,6,861,1,9200000
3983,0,1,0,7500000,15900000,2,535,0,51300000
3984,4,0,1,7100000,19400000,16,363,0,47100000
3985,1,0,1,8800000,28600000,8,631,1,56900000
3986,2,0,0,8400000,20700000,6,513,0,43600000
3987,0,1,1,4700000,16200000,16,317,0,25000000
3988,1,1,0,6900000,19500000,2,809,1,48900000
3989,3,0,0,2400000,8200000,10,531,0,16400000
3990,1,0,1,1600000,4800000,14,544,0,9800000
3991,0,1,0,3500000,7800000,14,366,0,28000000
3992,0,0,0,3700000,12700000,14,797,1,18400000
3993,1,0,0,3200000,12000000,16,597,1,18600000
3994,2,0,1,7000000,22500000,12,632,1,42400000
3995,5,0,0,9300000,28300000,12,741,1,58100000
3996,0,0,0,200000,800000,20,331,0,900000
3997,4,1,0,6900000,16500000,8,426,0,36400000
3998,3,0,0,9000000,26500000,8,533,0,63300000
3999,1,0,0,6900000,22700000,16,394,0,44200000
4000,0,1,0,7500000,25100000,14,877,1,60000000
4001,5,0,0,9200000,28000000,8,527,0,57200000
4002,1,1,0,4600000,12700000,8,468,0,28800000
4003,4,1,1,5000000,19600000,18,611,1,36800000
4004,2,1,0,4500000,17200000,6,832,1,28800000
4005,0,1,0,7900000,22700000,18,508,0,54100000
4006,5,0,0,5100000,13500000,20,840,1,25900000
4007,4,1,0,3700000,7600000,14,794,1,33400000
4008,1,0,0,5300000,17800000,12,889,1,37500000
4009,4,0,0,200000,500000,16,765,1,1400000
4010,3,1,1,9000000,18600000,16,518,0,75200000
4011,3,0,0,6900000,17100000,4,694,1,43300000
4012,2,0,0,700000,2300000,8,663,1,5000000
4013,0,1,0,2500000,8900000,2,662,1,18800000
4014,0,0,0,4600000,14400000,14,642,1,34700000
4015,4,1,0,1000000,3900000,10,701,1,8100000
4016,4,0,1,9200000,30100000,6,632,1,70700000
4017,3,1,1,2200000,4400000,2,861,1,10700000
4018,4,1,1,9700000,33300000,12,784,1,74800000
4019,0,1,1,5500000,18200000,4,332,1,34100000
4020,4,0,1,1300000,3400000,2,763,1,10500000
4021,1,0,1,7900000,19100000,2,593,1,66900000
4022,2,0,0,4300000,8800000,6,512,0,33300000
4023,0,0,0,3800000,13300000,6,655,1,20800000
4024,3,0,0,8700000,24700000,8,369,0,40700000
4025,3,1,0,1300000,3100000,14,348,0,6600000
4026,1,0,1,6800000,16800000,10,736,1,34000000
4027,1,0,0,9100000,24000000,20,353,0,71300000
4028,0,1,0,3000000,11300000,16,478,0,19400000
4029,0,0,1,1200000,3000000,4,827,1,7600000
4030,1,0,1,5000000,16900000,12,517,0,24600000
4031,5,1,1,9700000,24700000,18,648,1,47700000
4032,2,0,1,7000000,23800000,10,689,1,37300000
4033,1,1,0,4100000,9100000,20,550,1,30700000
4034,0,1,1,5300000,12900000,20,826,1,39500000
4035,1,0,0,7300000,19200000,14,599,1,43400000
4036,1,1,0,6500000,18500000,16,815,1,33700000
4037,4,1,1,600000,1400000,4,761,1,3700000
4038,3,0,1,5200000,15000000,20,432,0,32600000
4039,4,0,1,2800000,9200000,18,442,0,20300000
4040,1,1,1,7800000,23300000,6,620,1,35400000
4041,2,1,0,3000000,6500000,4,476,0,19100000
4042,4,1,0,9300000,34900000,6,837,1,58100000
4043,3,0,1,5100000,18000000,6,510,0,44800000
4044,4,0,1,4300000,16100000,18,849,1,33900000
4045,3,1,0,1100000,2100000,8,737,1,8300000
4046,2,1,0,6500000,16200000,10,809,1,40500000
4047,3,0,0,6400000,23000000,8,520,0,43300000
4048,2,0,0,7400000,22500000,16,834,1,40700000
4049,4,1,0,8700000,32100000,8,397,0,65400000
4050,0,0,0,9200000,24700000,14,438,0,52100000
4051,1,1,1,6200000,19700000,18,820,1,34900000
4052,1,0,0,1200000,4600000,20,323,0,7700000
4053,1,0,1,7000000,20300000,14,837,1,35100000
4054,5,1,1,3800000,10100000,2,571,1,29900000
4055,0,1,0,4900000,16300000,14,479,0,29300000
4056,2,1,1,7800000,22100000,6,533,0,44500000
4057,1,0,1,7400000,17200000,8,899,1,46800000
4058,1,0,0,7000000,26600000,16,460,0,56100000
4059,1,0,0,4900000,12500000,2,636,1,39500000
4060,3,0,0,5800000,20600000,20,434,0,40700000
4061,5,0,0,2000000,6900000,18,516,0,16100000
4062,4,1,0,8300000,24600000,2,382,0,25900000
4063,0,1,1,1000000,2800000,12,616,1,6000000
4064,3,1,0,5500000,11600000,6,745,1,35600000
4065,5,1,0,1400000,3400000,6,697,1,8700000
4066,4,1,0,3700000,12300000,6,364,0,28200000
4067,2,0,1,2100000,6900000,2,566,1,11300000
4068,4,0,0,6200000,21900000,12,462,0,36300000
4069,0,0,0,9300000,31900000,2,331,1,50000000
4070,3,0,1,5100000,10300000,12,839,1,37000000
4071,0,1,1,7000000,14000000,4,702,1,41100000
4072,3,1,1,5300000,17900000,2,580,1,31800000
4073,3,1,0,900000,2800000,10,560,1,6200000
4074,4,0,1,9400000,25700000,14,845,1,70100000
4075,4,0,1,2600000,8500000,4,392,1,17300000
4076,2,1,0,1500000,4900000,16,387,0,7300000
4077,1,1,1,1800000,6300000,12,749,1,10900000
4078,3,1,1,7800000,20000000,14,727,1,37700000
4079,3,1,1,2100000,7400000,14,656,1,14000000
4080,0,0,1,8300000,17500000,20,643,1,57600000
4081,2,0,1,4400000,16800000,4,307,1,35500000
4082,2,0,0,2300000,5000000,16,588,1,14000000
4083,3,1,1,7700000,22300000,20,895,1,68500000
4084,0,0,1,9300000,29400000,10,351,0,72900000
4085,5,0,0,5900000,16400000,12,891,1,44900000
4086,5,0,1,1900000,4900000,4,442,0,12000000
4087,0,0,0,6900000,19500000,20,686,1,33600000
4088,4,1,1,2100000,8200000,20,432,0,13500000
4089,0,0,0,8200000,20900000,14,766,1,47200000
4090,4,0,0,7700000,17200000,6,561,1,33200000
4091,5,0,0,7700000,19000000,2,539,0,51900000
4092,1,1,0,700000,1400000,6,759,1,4800000
4093,5,1,0,7100000,18200000,8,750,1,55000000
4094,2,1,0,3900000,13600000,10,373,0,24600000
4095,1,0,1,5200000,20500000,10,407,0,26500000
4096,4,0,0,5500000,20200000,14,611,1,41700000
4097,3,1,0,2600000,6300000,10,783,1,18000000
4098,0,0,1,7300000,24000000,18,651,1,40800000
4099,3,1,0,8700000,31100000,16,760,0,26300000
4100,3,1,0,9000000,22700000,16,793,1,64500000
4101,4,1,0,400000,800000,16,685,1,2700000
4102,2,0,1,3300000,10700000,8,806,1,22700000
4103,1,0,0,6300000,17800000,12,770,1,29200000
4104,0,0,0,7000000,23600000,14,663,1,51400000
4105,2,1,1,2100000,8100000,4,592,1,15100000
4106,3,0,0,7600000,26300000,18,580,1,64300000
4107,1,1,0,8200000,17500000,4,609,1,41900000
4108,3,0,1,9200000,23200000,8,380,0,53600000
4109,3,1,0,3800000,12100000,20,364,0,23800000
4110,1,1,0,3200000,8900000,12,866,1,18100000
4111,4,0,0,9700000,31700000,10,342,0,49500000
4112,5,1,0,4700000,14400000,16,884,1,27400000
4113,4,1,1,3800000,12500000,18,859,1,19400000
4114,4,1,0,400000,1000000,20,692,1,2700000
4115,4,0,1,3200000,6800000,16,675,1,20700000
4116,5,1,1,3900000,12700000,8,886,1,29600000
4117,1,1,1,3500000,13100000,10,477,0,20000000
4118,2,1,0,2200000,8300000,6,596,1,18000000
4119,4,0,0,6400000,19700000,20,400,0,34700000
4120,3,1,0,9100000,19900000,2,711,1,57400000
4121,0,0,1,3300000,8900000,2,418,0,23200000
4122,3,1,0,7800000,21800000,8,517,0,41400000
4123,0,0,1,6200000,16200000,6,508,0,36400000
4124,3,0,1,7000000,26100000,18,689,1,49300000
4125,0,1,0,9200000,28200000,12,455,0,66200000
4126,5,0,1,7500000,20800000,6,617,1,41800000
4127,2,1,0,5300000,13200000,10,500,0,37800000
4128,5,0,1,6800000,22800000,14,382,0,45800000
4129,1,0,0,7900000,20800000,18,538,0,60200000
4130,0,0,1,6200000,14900000,8,855,1,29500000
4131,1,1,0,1000000,3000000,18,614,1,7900000
4132,2,1,1,7800000,25400000,10,513,0,56000000
4133,5,1,1,3000000,8800000,14,402,0,23700000
4134,5,1,1,5700000,15000000,20,819,1,42800000
4135,4,0,0,6600000,25400000,12,622,1,40100000
4136,4,1,1,7100000,18200000,4,790,1,39800000
4137,3,1,1,1300000,4800000,14,808,1,11700000
4138,2,0,0,5200000,16800000,18,369,0,37800000
4139,3,1,0,5600000,20300000,4,330,1,40700000
4140,2,1,0,7100000,16500000,14,857,1,41100000
4141,2,1,0,5100000,19100000,8,457,0,42300000
4142,3,0,1,7600000,29300000,8,843,1,58500000
4143,0,1,1,2500000,5400000,6,463,0,15400000
4144,3,1,0,6900000,22800000,16,582,1,47800000
4145,0,1,0,3100000,6500000,2,391,0,16200000
4146,2,1,1,9700000,35100000,20,612,1,71600000
4147,0,0,1,5800000,12600000,2,859,1,43900000
4148,4,0,0,7600000,18600000,18,779,1,39900000
4149,5,0,0,700000,2800000,2,561,1,4000000
4150,3,1,0,2300000,5600000,18,420,0,10700000
4151,3,0,0,1600000,3300000,8,609,1,11600000
4152,4,0,0,8100000,19300000,14,821,1,59100000
4153,1,1,0,7700000,17100000,14,603,1,60600000
4154,4,1,0,1500000,3400000,10,778,1,10300000
4155,3,0,0,7400000,23500000,2,460,1,67900000
4156,4,0,1,8900000,27100000,18,363,0,55500000
4157,0,1,0,2400000,5300000,16,482,0,20700000
4158,5,1,0,5600000,20300000,4,772,1,37800000
4159,4,1,0,5900000,14400000,6,745,1,39900000
4160,1,1,0,1600000,3300000,2,513,0,8500000
4161,5,0,0,1100000,4000000,2,362,1,7700000
4162,2,1,1,6600000,25600000,6,740,1,40900000
4163,3,1,0,8900000,24400000,10,774,1,56000000
4164,1,1,1,6400000,16400000,20,555,1,36000000
4165,4,0,1,8200000,17300000,12,588,1,36400000
4166,1,1,0,500000,1300000,14,619,1,4100000
4167,0,1,0,9700000,31600000,18,607,1,72100000
4168,3,0,1,7100000,16700000,4,435,0,41800000
4169,4,0,1,1400000,3400000,14,835,1,9400000
4170,1,0,0,7200000,28100000,14,767,1,51900000
4171,1,1,1,8400000,26200000,14,643,1,55700000
4172,4,0,0,4300000,13900000,2,894,1,22100000
4173,0,0,1,8800000,29800000,8,343,0,70400000
4174,4,0,0,4000000,15100000,8,800,1,32200000
4175,3,0,1,6900000,17900000,18,494,0,43000000
4176,4,1,0,9600000,33000000,14,336,0,49300000
4177,2,0,0,6900000,16500000,16,785,1,58900000
4178,1,0,1,3600000,13400000,16,732,1,22500000
4179,2,0,0,1900000,4600000,12,587,1,10200000
4180,3,0,1,9700000,30800000,18,471,0,64200000
4181,2,0,0,1200000,4100000,8,497,0,8400000
4182,1,0,0,400000,1600000,16,784,1,2300000
4183,2,1,0,6600000,21500000,18,471,0,45400000
4184,2,1,0,1500000,3300000,4,763,1,7600000
4185,4,0,0,3500000,9500000,2,655,1,29000000
4186,3,0,1,4000000,8600000,4,667,1,36600000
4187,3,0,0,4100000,14100000,8,367,0,15900000
4188,4,1,0,5800000,18500000,16,436,0,30500000
4189,4,1,1,8600000,23300000,12,785,1,50600000
4190,2,1,0,4500000,11400000,10,388,0,31800000
4191,2,1,1,9900000,37300000,8,385,0,43100000
4192,1,0,1,3200000,8100000,10,670,1,24000000
4193,5,1,1,8900000,19100000,20,329,0,64200000
4194,5,0,1,2100000,4900000,12,651,1,12500000
4195,1,1,0,7100000,26000000,16,727,1,41600000
4196,2,1,1,7800000,28900000,14,646,1,32300000
4197,3,0,1,8600000,23200000,12,894,1,69700000
4198,3,1,1,5100000,17000000,10,477,0,25000000
4199,5,0,0,600000,2000000,20,811,1,3200000
4200,0,1,1,6600000,21200000,18,377,0,34900000
4201,0,0,1,4700000,17000000,18,802,1,25700000
4202,2,1,1,7700000,19700000,14,885,1,64500000
4203,4,1,1,6400000,21900000,6,437,0,45700000
4204,2,1,0,1100000,2500000,20,615,1,8100000
4205,2,0,0,8900000,17800000,20,603,1,63000000
4206,0,0,1,2100000,8300000,20,765,1,13300000
4207,4,0,1,2300000,5800000,8,469,0,20600000
4208,3,1,0,8300000,17700000,16,848,1,36200000
4209,4,1,0,900000,2700000,20,327,0,5000000
4210,3,0,1,9200000,35000000,4,716,1,56300000
4211,3,1,0,9800000,28300000,2,715,1,67100000
4212,0,0,0,200000,600000,12,683,1,1000000
4213,2,0,1,3200000,9700000,6,737,1,23100000
4214,5,0,0,7800000,27000000,6,728,1,43400000
4215,1,1,0,8300000,30000000,18,350,0,56800000
4216,1,1,1,2100000,5200000,14,802,1,9600000
4217,5,0,1,400000,1400000,4,483,1,2700000
4218,3,1,1,7700000,21800000,18,684,1,21800000
4219,4,1,1,5600000,16500000,20,692,1,47700000
4220,0,1,0,8400000,31000000,4,783,1,69800000
